clean_text,skor_sentimen,bobot_kata,label_sentimen
hai dunia uji hebat apa makhluk uji maksud mudah provokasi barat objektif komentar balik,3.0,"[('hai', 3.0), ('dunia', -2.0), ('uji', 1.0), ('hebat', 0), ('apa', -3.0), ('makhluk', 3.0), ('uji', 1.0), ('maksud', -1.0), ('mudah', -1.0), ('provokasi', 1.0), ('barat', 0), ('objektif', 4.0), ('komentar', 0), ('balik', -3.0)]",positif
bang roy percaya omong mata acara ulang ulang ri mata lihat beda omong arah bahaya tari percaya omong roy,-19.0,"[('bang', 0), ('roy', 0), ('percaya', 2.0), ('omong', -4.0), ('mata', -2.0), ('acara', 0), ('ulang', 0), ('ulang', 0), ('ri', 0), ('mata', -2.0), ('lihat', 3.0), ('beda', -2.0), ('omong', -4.0), ('arah', -4.0), ('bahaya', -5.0), ('tari', 1.0), ('percaya', 2.0), ('omong', -4.0), ('roy', 0)]",negatif
kabar orang anak jadi sangka laku siksa penjara sumber mata najwa kah petinggi negeri lindung rakyat,-18.0,"[('kabar', -3.0), ('orang', 0), ('anak', -3.0), ('jadi', -2.0), ('sangka', -3.0), ('laku', 0), ('siksa', -5.0), ('penjara', -4.0), ('sumber', 0), ('mata', -2.0), ('najwa', 0), ('kah', 0), ('petinggi', 0), ('negeri', 0), ('lindung', 4.0), ('rakyat', 0)]",negatif
buka biar terang benderang,-12.0,"[('buka', -3.0), ('biar', -3.0), ('terang', -3.0), ('benderang', -3.0)]",negatif
kalo sih mirna rekayasa jujur cerita polis balik pikir,-10.0,"[('kalo', 0), ('sih', 0), ('mirna', 0), ('rekayasa', 0), ('jujur', -1.0), ('cerita', -4.0), ('polis', 0), ('balik', -3.0), ('pikir', -2.0)]",negatif
joshua trik cctv,0.0,"[('joshua', 0), ('trik', 0), ('cctv', 0)]",netral
roy suryo pakar bicara orang bayar ayah sih mirna cctv tangan jessica tuang roy suryo malu patah otto hasibuan abimanyu,-11.0,"[('roy', 0), ('suryo', 0), ('pakar', -1.0), ('bicara', 0), ('orang', 0), ('bayar', -3.0), ('ayah', 0), ('sih', 0), ('mirna', 0), ('cctv', 0), ('tangan', 1.0), ('jessica', 0), ('tuang', 0), ('roy', 0), ('suryo', 0), ('malu', -4.0), ('patah', -4.0), ('otto', 0), ('hasibuan', 0), ('abimanyu', 0)]",negatif
untung sambo krisna murti karir kalo sekolah dasar bongkar bukti bunuh rencana,-13.0,"[('untung', -1.0), ('sambo', 0), ('krisna', 0), ('murti', 0), ('karir', 0), ('kalo', 0), ('sekolah', 3.0), ('dasar', 0), ('bongkar', -3.0), ('bukti', -3.0), ('bunuh', -5.0), ('rencana', -4.0)]",negatif
tendensius sambo main jenis oke curiga bukti,-7.0,"[('tendensius', 0), ('sambo', 0), ('main', -2.0), ('jenis', 0), ('oke', 2.0), ('curiga', -4.0), ('bukti', -3.0)]",negatif
roy suryo ngawor,0.0,"[('roy', 0), ('suryo', 0), ('ngawor', 0)]",netral
usut mati dadak istri muda darmawan salihin,-4.0,"[('usut', 0), ('mati', -5.0), ('dadak', 3.0), ('istri', 0), ('muda', -2.0), ('darmawan', 0), ('salihin', 0)]",negatif
nonton saksi jaya masuk akl mta awam mnylhkn jessica jaya saksi pengaruh pnilaian orang hhh,5.0,"[('nonton', 0), ('saksi', 1.0), ('jaya', 4.0), ('masuk', -3.0), ('akl', 0), ('mta', 0), ('awam', 0), ('mnylhkn', 0), ('jessica', 0), ('jaya', 4.0), ('saksi', 1.0), ('pengaruh', -2.0), ('pnilaian', 0), ('orang', 0), ('hhh', 0)]",positif
analisis,4.0,"[('analisis', 4.0)]",positif
demokrasi khilafah ah jancuk kolonialisme pribumi,0.0,"[('demokrasi', 0), ('khilafah', 0), ('ah', 0), ('jancuk', 0), ('kolonialisme', 0), ('pribumi', 0)]",netral
lihat komentar orang nama beda kalo jessica,1.0,"[('lihat', 3.0), ('komentar', 0), ('orang', 0), ('nama', 0), ('beda', -2.0), ('kalo', 0), ('jessica', 0)]",positif
pandai ayah roy suryo percaya jujur ayah,-3.0,"[('pandai', -4.0), ('ayah', 0), ('roy', 0), ('suryo', 0), ('percaya', 2.0), ('jujur', -1.0), ('ayah', 0)]",negatif
lihat nikmat myrna regang nyawa sedih sedikit panik beda sih hanny,-9.0,"[('lihat', 3.0), ('nikmat', 3.0), ('myrna', 0), ('regang', 0), ('nyawa', 0), ('sedih', -5.0), ('sedikit', -4.0), ('panik', -4.0), ('beda', -2.0), ('sih', 0), ('hanny', 0)]",negatif
reaksi orang genting,-5.0,"[('reaksi', -5.0), ('orang', 0), ('genting', 0)]",negatif
acara tamu bagus tolong durasi tambah narasumber buru,-6.0,"[('acara', 0), ('tamu', 0), ('bagus', -4.0), ('tolong', -2.0), ('durasi', 0), ('tambah', 3.0), ('narasumber', 0), ('buru', -3.0)]",negatif
melulu bilang minum air mineral cek bon restonya minum minum keras,-17.0,"[('melulu', -3.0), ('bilang', 0), ('minum', -3.0), ('air', -1.0), ('mineral', 0), ('cek', -4.0), ('bon', 0), ('restonya', 0), ('minum', -3.0), ('minum', -3.0), ('keras', 0)]",negatif
justice for jessica jessica lelah henti sujud tuhan mu adil semogat,-7.0,"[('justice', 0), ('for', 0), ('jessica', 0), ('jessica', 0), ('lelah', -3.0), ('henti', -4.0), ('sujud', 0), ('tuhan', 3.0), ('mu', 0), ('adil', -3.0), ('semogat', 0)]",negatif
negara demokrasi kuasa aparat hukum kuasa benar adil gunung benar kalah telak genggam kuasa uang peran takluk benar aparat pangkat jabat benar adil presiden sepakat zalim aparatur iya,-25.0,"[('negara', 0), ('demokrasi', 0), ('kuasa', 3.0), ('aparat', -3.0), ('hukum', -3.0), ('kuasa', 3.0), ('benar', -4.0), ('adil', -3.0), ('gunung', 0), ('benar', -4.0), ('kalah', -4.0), ('telak', -3.0), ('genggam', 0), ('kuasa', 3.0), ('uang', 0), ('peran', 0), ('takluk', 0), ('benar', -4.0), ('aparat', -3.0), ('pangkat', 5.0), ('jabat', -3.0), ('benar', -4.0), ('adil', -3.0), ('presiden', 3.0), ('sepakat', 4.0), ('zalim', -5.0), ('aparatur', 0), ('iya', 0)]",negatif
gampang coba kopi susu masuk sianid surat pemberitahuan tahun kunyit warna susah cari bukti,-23.0,"[('gampang', -3.0), ('coba', -1.0), ('kopi', 0), ('susu', -4.0), ('masuk', -3.0), ('sianid', 0), ('surat', 0), ('pemberitahuan', -3.0), ('tahun', 0), ('kunyit', 0), ('warna', 0), ('susah', -3.0), ('cari', -3.0), ('bukti', -3.0)]",negatif
sih kake kake lucu aku insting undang,-1.0,"[('sih', 0), ('kake', 0), ('kake', 0), ('lucu', -2.0), ('aku', -1.0), ('insting', 0), ('undang', 2.0)]",negatif
jessica keren daya tarik surat pemberitahuan tahun magnit memelas senang beli sorot camera sekolah dasar aku bohong ciri khas psikopat sih percaya bicrnya bohong bilang minum air mineral minum minum keras sih mirna dipesanin kopi vietnam,-20.0,"[('jessica', 0), ('keren', 0), ('daya', 0), ('tarik', 2.0), ('surat', 0), ('pemberitahuan', -3.0), ('tahun', 0), ('magnit', 0), ('memelas', 0), ('senang', -4.0), ('beli', -3.0), ('sorot', 0), ('camera', 0), ('sekolah', 3.0), ('dasar', 0), ('aku', -1.0), ('bohong', -5.0), ('ciri', 0), ('khas', 4.0), ('psikopat', 0), ('sih', 0), ('percaya', 2.0), ('bicrnya', 0), ('bohong', -5.0), ('bilang', 0), ('minum', -3.0), ('air', -1.0), ('mineral', 0), ('minum', -3.0), ('minum', -3.0), ('keras', 0), ('sih', 0), ('mirna', 0), ('dipesanin', 0), ('kopi', 0), ('vietnam', 0)]",negatif
jaja pada peduli bunuh sianida,-9.0,"[('jaja', 0), ('pada', -3.0), ('peduli', -1.0), ('bunuh', -5.0), ('sianida', 0)]",negatif
bongkar,-3.0,"[('bongkar', -3.0)]",negatif
gera tangan pegang,-1.0,"[('gera', 0), ('tangan', 1.0), ('pegang', -2.0)]",negatif
gelas apa,-3.0,"[('gelas', 0), ('apa', -3.0)]",negatif
moga jaksa hakim sidik polisi ahli almarhum mirna ketuk hatinnya bukti kuat jessica salah dasar rekam cctv coba bayang posisi anak terima,-12.0,"[('moga', 1.0), ('jaksa', 0), ('hakim', 0), ('sidik', 0), ('polisi', 0), ('ahli', 0), ('almarhum', 0), ('mirna', 0), ('ketuk', 0), ('hatinnya', 0), ('bukti', -3.0), ('kuat', -3.0), ('jessica', 0), ('salah', -4.0), ('dasar', 0), ('rekam', -3.0), ('cctv', 0), ('coba', -1.0), ('bayang', 2.0), ('posisi', 0), ('anak', -3.0), ('terima', 2.0)]",negatif
acara iya tugas bela dakwa bayang sih acara adil bilang iya sih besok laku anjing,-3.0,"[('acara', 0), ('iya', 0), ('tugas', -1.0), ('bela', 0), ('dakwa', 3.0), ('bayang', 2.0), ('sih', 0), ('acara', 0), ('adil', -3.0), ('bilang', 0), ('iya', 0), ('sih', 0), ('besok', 0), ('laku', 0), ('anjing', -4.0)]",negatif
ulah licin sang aktor bayar bayar skenario bunuh rencana sas sus uang asuransi konon main main drama licin licik main,-32.0,"[('ulah', -3.0), ('licin', -2.0), ('sang', 0), ('aktor', 0), ('bayar', -3.0), ('bayar', -3.0), ('skenario', 0), ('bunuh', -5.0), ('rencana', -4.0), ('sas', 0), ('sus', 0), ('uang', 0), ('asuransi', 0), ('konon', 0), ('main', -2.0), ('main', -2.0), ('drama', -4.0), ('licin', -2.0), ('licik', 0), ('main', -2.0)]",negatif
video tangan jessica lihat jam tangan tunggu mirna hani,3.0,"[('video', 0), ('tangan', 1.0), ('jessica', 0), ('lihat', 3.0), ('jam', 0), ('tangan', 1.0), ('tunggu', -2.0), ('mirna', 0), ('hani', 0)]",positif
wkwkwkkk djaja datang kemarin hubung masyarakat polisi republik indonesia seru,-12.0,"[('wkwkwkkk', 0), ('djaja', 0), ('datang', -4.0), ('kemarin', 0), ('hubung', -3.0), ('masyarakat', 0), ('polisi', 0), ('republik', 0), ('indonesia', 0), ('seru', -5.0)]",negatif
buka salah hukum orang salah,-14.0,"[('buka', -3.0), ('salah', -4.0), ('hukum', -3.0), ('orang', 0), ('salah', -4.0)]",negatif
buka penasaran,-6.0,"[('buka', -3.0), ('penasaran', -3.0)]",negatif
reza,0.0,"[('reza', 0)]",netral
kasihan warganet disuguhin barang basi jahat sadis diblg korban salah psikopat sejati kalo sempat ruang cerita fitnah sekolah dasar dengar percaya,-27.0,"[('kasihan', -3.0), ('warganet', 0), ('disuguhin', 0), ('barang', 0), ('basi', -5.0), ('jahat', -4.0), ('sadis', -5.0), ('diblg', 0), ('korban', -4.0), ('salah', -4.0), ('psikopat', 0), ('sejati', 3.0), ('kalo', 0), ('sempat', 0), ('ruang', -3.0), ('cerita', -4.0), ('fitnah', -5.0), ('sekolah', 3.0), ('dasar', 0), ('dengar', 2.0), ('percaya', 2.0)]",negatif
video tangan hantu meja atas meja bar jarak meja bar meja jadi perkara dasar cctv bar jarak meter video tangan hantu hasil rekayasa bikin video tangan jess video otentik cctv pas jadi hadir ruang sidang,-23.0,"[('video', 0), ('tangan', 1.0), ('hantu', -4.0), ('meja', 0), ('atas', -4.0), ('meja', 0), ('bar', 0), ('jarak', -3.0), ('meja', 0), ('bar', 0), ('meja', 0), ('jadi', -2.0), ('perkara', -4.0), ('dasar', 0), ('cctv', 0), ('bar', 0), ('jarak', -3.0), ('meter', 0), ('video', 0), ('tangan', 1.0), ('hantu', -4.0), ('hasil', 3.0), ('rekayasa', 0), ('bikin', 0), ('video', 0), ('tangan', 1.0), ('jess', 0), ('video', 0), ('otentik', 3.0), ('cctv', 0), ('pas', 3.0), ('jadi', -2.0), ('hadir', -3.0), ('ruang', -3.0), ('sidang', -3.0)]",negatif
tentu salah dengar putus mulut pakar ahli teori,-12.0,"[('tentu', -3.0), ('salah', -4.0), ('dengar', 2.0), ('putus', -5.0), ('mulut', -1.0), ('pakar', -1.0), ('ahli', 0), ('teori', 0)]",negatif
bingung aey after menit campur sianida dosis es kopi reaksi canda coba ahli toxic bebas menganalisa kadar hasil analisa polisi tahan hinga menit tahan hidup klinik stand up comedy,-8.0,"[('bingung', 0), ('aey', 0), ('after', 0), ('menit', 0), ('campur', 5.0), ('sianida', 0), ('dosis', 0), ('es', 0), ('kopi', 0), ('reaksi', -5.0), ('canda', -3.0), ('coba', -1.0), ('ahli', 0), ('toxic', 0), ('bebas', -4.0), ('menganalisa', 0), ('kadar', 5.0), ('hasil', 3.0), ('analisa', 0), ('polisi', 0), ('tahan', -2.0), ('hinga', 0), ('menit', 0), ('tahan', -2.0), ('hidup', -4.0), ('klinik', 0), ('stand', 0), ('up', 0), ('comedy', 0)]",negatif
panci undang bohong,-3.0,"[('panci', 0), ('undang', 2.0), ('bohong', -5.0)]",negatif
mantap djadja halang autopsi tuntut iya sesuai kitab undang undang hukum pidana,0.0,"[('mantap', 5.0), ('djadja', 0), ('halang', -3.0), ('autopsi', 0), ('tuntut', -3.0), ('iya', 0), ('sesuai', 3.0), ('kitab', -3.0), ('undang', 2.0), ('undang', 2.0), ('hukum', -3.0), ('pidana', 0)]",netral
bilang putus hakim syah bukti rekayasa disetting mafia jahat aparat petugaskompeten silau dgnuang percaya kutu orang bayar meng hukum orang salah saudara proses adil lagu polisi jaksa hakim indonesia silau uuuuuaaaaannnnngggggg,-28.0,"[('bilang', 0), ('putus', -5.0), ('hakim', 0), ('syah', 0), ('bukti', -3.0), ('rekayasa', 0), ('disetting', 0), ('mafia', -5.0), ('jahat', -4.0), ('aparat', -3.0), ('petugaskompeten', 0), ('silau', 0), ('dgnuang', 0), ('percaya', 2.0), ('kutu', 0), ('orang', 0), ('bayar', -3.0), ('meng', 0), ('hukum', -3.0), ('orang', 0), ('salah', -4.0), ('saudara', 0), ('proses', 1.0), ('adil', -3.0), ('lagu', 2.0), ('polisi', 0), ('jaksa', 0), ('hakim', 0), ('indonesia', 0), ('silau', 0), ('uuuuuaaaaannnnngggggg', 0)]",negatif
roy roy,0.0,"[('roy', 0), ('roy', 0)]",netral
jessica psikopat charismatic pengaruh orang media putar fakta sandiwara aduhai the mask of sanity jago fitnah akting,-3.0,"[('jessica', 0), ('psikopat', 0), ('charismatic', 0), ('pengaruh', -2.0), ('orang', 0), ('media', 0), ('putar', 0), ('fakta', -3.0), ('sandiwara', 0), ('aduhai', 4.0), ('the', 0), ('mask', 0), ('of', 0), ('sanity', 0), ('jago', 3.0), ('fitnah', -5.0), ('akting', 0)]",negatif
usut tuntas wajib,0.0,"[('usut', 0), ('tuntas', 2.0), ('wajib', -2.0)]",netral
alhamdulillah kasus buka betapa syukur masyarakat jessica salah moga usut tuntas,10.0,"[('alhamdulillah', 5.0), ('kasus', 0), ('buka', -3.0), ('betapa', 4.0), ('syukur', 5.0), ('masyarakat', 0), ('jessica', 0), ('salah', -4.0), ('moga', 1.0), ('usut', 0), ('tuntas', 2.0)]",positif
ahli multimedia rumah sakit hem iya tangan nua,-1.0,"[('ahli', 0), ('multimedia', 0), ('rumah', 3.0), ('sakit', -5.0), ('hem', 0), ('iya', 0), ('tangan', 1.0), ('nua', 0)]",negatif
jessica indah,-2.0,"[('jessica', 0), ('indah', -2.0)]",negatif
masuk akal alas bang otto seram rekayasa timpa,-10.0,"[('masuk', -3.0), ('akal', 0), ('alas', 0), ('bang', 0), ('otto', 0), ('seram', -4.0), ('rekayasa', 0), ('timpa', -3.0)]",negatif
salut otto moga urus otto permudahkn salam reformasi anak,-2.0,"[('salut', 0), ('otto', 0), ('moga', 1.0), ('urus', 0), ('otto', 0), ('permudahkn', 0), ('salam', 0), ('reformasi', 0), ('anak', -3.0)]",negatif
kompolnas,0.0,"[('kompolnas', 0)]",netral
orang taruh racun tangan gelas,5.0,"[('orang', 0), ('taruh', 4.0), ('racun', 0), ('tangan', 1.0), ('gelas', 0)]",positif
roy royyyy,0.0,"[('roy', 0), ('royyyy', 0)]",netral
tuju kopi sianida buka adil terima kara,-8.0,"[('tuju', -4.0), ('kopi', 0), ('sianida', 0), ('buka', -3.0), ('adil', -3.0), ('terima', 2.0), ('kara', 0)]",negatif
kasihan deh percaya jessica calon mangsa psikopat,-1.0,"[('kasihan', -3.0), ('deh', 0), ('percaya', 2.0), ('jessica', 0), ('calon', 0), ('mangsa', 0), ('psikopat', 0)]",negatif
mirna utama wajib autopsi simpul jessica laku uang reza alas ongkos pulang sedekah dhuafa bapak jessica sebab mati anak keluar uang pengaruh ahli fakta publik janggal buka bela bunuh orang bunuh hukum,-37.0,"[('mirna', 0), ('utama', 0), ('wajib', -2.0), ('autopsi', 0), ('simpul', 3.0), ('jessica', 0), ('laku', 0), ('uang', 0), ('reza', 0), ('alas', 0), ('ongkos', 0), ('pulang', 0), ('sedekah', 0), ('dhuafa', 0), ('bapak', 0), ('jessica', 0), ('sebab', -2.0), ('mati', -5.0), ('anak', -3.0), ('keluar', -3.0), ('uang', 0), ('pengaruh', -2.0), ('ahli', 0), ('fakta', -3.0), ('publik', 0), ('janggal', -4.0), ('buka', -3.0), ('bela', 0), ('bunuh', -5.0), ('orang', 0), ('bunuh', -5.0), ('hukum', -3.0)]",negatif
korban psikopat jujur jessica ratu bual fitnah bikin skenario,-12.0,"[('korban', -4.0), ('psikopat', 0), ('jujur', -1.0), ('jessica', 0), ('ratu', 2.0), ('bual', -4.0), ('fitnah', -5.0), ('bikin', 0), ('skenario', 0)]",negatif
janggal sidang logika awam bis menganalisa hakim jaksa sekolah bapak mirna kekeh tuduh jessica bunuh usaha suap fitnah lawyer oto xtp keren nyata dosen keluarga halang polisi tindak autopsi keluarga laku autopsi sangka,-35.0,"[('janggal', -4.0), ('sidang', -3.0), ('logika', 0), ('awam', 0), ('bis', 0), ('menganalisa', 0), ('hakim', 0), ('jaksa', 0), ('sekolah', 3.0), ('bapak', 0), ('mirna', 0), ('kekeh', 0), ('tuduh', 0), ('jessica', 0), ('bunuh', -5.0), ('usaha', -4.0), ('suap', -3.0), ('fitnah', -5.0), ('lawyer', 0), ('oto', 0), ('xtp', 0), ('keren', 0), ('nyata', -2.0), ('dosen', 0), ('keluarga', -3.0), ('halang', -3.0), ('polisi', 0), ('tindak', 0), ('autopsi', 0), ('keluarga', -3.0), ('laku', 0), ('autopsi', 0), ('sangka', -3.0)]",negatif
apa kayak becus kompolnas bikin kacau harap maklum,-15.0,"[('apa', -3.0), ('kayak', -3.0), ('becus', -4.0), ('kompolnas', 0), ('bikin', 0), ('kacau', 0), ('harap', -3.0), ('maklum', -2.0)]",negatif
percaya ah abimanyu ketimbang sih mas panci roy suryo,2.0,"[('percaya', 2.0), ('ah', 0), ('abimanyu', 0), ('ketimbang', 0), ('sih', 0), ('mas', 0), ('panci', 0), ('roy', 0), ('suryo', 0)]",positif
netflix dalang kompor iya jessica jago psikopat pengaruh masyarakat putar fakta,-9.0,"[('netflix', 0), ('dalang', -3.0), ('kompor', -4.0), ('iya', 0), ('jessica', 0), ('jago', 3.0), ('psikopat', 0), ('pengaruh', -2.0), ('masyarakat', 0), ('putar', 0), ('fakta', -3.0)]",negatif
siroy o on blunder dewe kang,0.0,"[('siroy', 0), ('o', 0), ('on', 0), ('blunder', 0), ('dewe', 0), ('kang', 0)]",netral
autopsi teriak racun sianida tubuh mirna bicara sembarang,-10.0,"[('autopsi', 0), ('teriak', -2.0), ('racun', 0), ('sianida', 0), ('tubuh', -4.0), ('mirna', 0), ('bicara', 0), ('sembarang', -4.0)]",negatif
gera tangan ambil barang taruh barang bukti kongkrit,-3.0,"[('gera', 0), ('tangan', 1.0), ('ambil', -5.0), ('barang', 0), ('taruh', 4.0), ('barang', 0), ('bukti', -3.0), ('kongkrit', 0)]",negatif
clear dipersoalakan emosi cuan maju,-4.0,"[('clear', 0), ('dipersoalakan', 0), ('emosi', -4.0), ('cuan', 0), ('maju', 0)]",negatif
otto kaleng,0.0,"[('otto', 0), ('kaleng', 0)]",netral
ayo buka jessica negara butuh adil,-7.0,"[('ayo', 4.0), ('buka', -3.0), ('jessica', 0), ('negara', 0), ('butuh', -5.0), ('adil', -3.0)]",negatif
butuh adil saudara saudara bangsa tanah air indonesia,-9.0,"[('butuh', -5.0), ('adil', -3.0), ('saudara', 0), ('saudara', 0), ('bangsa', 0), ('tanah', 0), ('air', -1.0), ('indonesia', 0)]",negatif
seram sih tegak hukum indonesia orang mati sangka,-15.0,"[('seram', -4.0), ('sih', 0), ('tegak', 0), ('hukum', -3.0), ('indonesia', 0), ('orang', 0), ('mati', -5.0), ('sangka', -3.0)]",negatif
tukang sangka bakar jaksa agung,-8.0,"[('tukang', -2.0), ('sangka', -3.0), ('bakar', -3.0), ('jaksa', 0), ('agung', 0)]",negatif
tembak tangga film action box office,-5.0,"[('tembak', -5.0), ('tangga', 0), ('film', 0), ('action', 0), ('box', 0), ('office', 0)]",negatif
bilang jessica salah hidup iya akrab jessica biar percaya nyaho asli kalo,-4.0,"[('bilang', 0), ('jessica', 0), ('salah', -4.0), ('hidup', -4.0), ('iya', 0), ('akrab', 3.0), ('jessica', 0), ('biar', -3.0), ('percaya', 2.0), ('nyaho', 0), ('asli', 2.0), ('kalo', 0)]",negatif
gantung edi salihin monas,-3.0,"[('gantung', -3.0), ('edi', 0), ('salihin', 0), ('monas', 0)]",negatif
roy bicara potong orang bicara motong sih,-2.0,"[('roy', 0), ('bicara', 0), ('potong', -2.0), ('orang', 0), ('bicara', 0), ('motong', 0), ('sih', 0)]",negatif
adil pajang hakim dunia adil hakim akhirat,-8.0,"[('adil', -3.0), ('pajang', 0), ('hakim', 0), ('dunia', -2.0), ('adil', -3.0), ('hakim', 0), ('akhirat', 0)]",negatif
warganet serame iya buka polis gerak warganet gerak,-3.0,"[('warganet', 0), ('serame', 0), ('iya', 0), ('buka', -3.0), ('polis', 0), ('gerak', 0), ('warganet', 0), ('gerak', 0)]",negatif
doktermentang ahli racun langsung minum cianid muka merah terang jam berapa,-6.0,"[('doktermentang', 0), ('ahli', 0), ('racun', 0), ('langsung', 3.0), ('minum', -3.0), ('cianid', 0), ('muka', 0), ('merah', -3.0), ('terang', -3.0), ('jam', 0), ('berapa', 0)]",negatif
ngliat roy,0.0,"[('ngliat', 0), ('roy', 0)]",netral
sidang amnesti jessica ahli jaksa tahu edit cctv roy suryo loncat detik video mirna video cctv sidang cobajd corong polisi jaksa saksi ahli nasihat hukum kasih video bikin sumber dvr jessica garuk edit buta tampering manipulasi kotor alat bukti he bang ahli hukum grasi grasi amnesti kayak nuril masyarakat,-36.0,"[('sidang', -3.0), ('amnesti', 0), ('jessica', 0), ('ahli', 0), ('jaksa', 0), ('tahu', -4.0), ('edit', 0), ('cctv', 0), ('roy', 0), ('suryo', 0), ('loncat', 0), ('detik', 0), ('video', 0), ('mirna', 0), ('video', 0), ('cctv', 0), ('sidang', -3.0), ('cobajd', 0), ('corong', 0), ('polisi', 0), ('jaksa', 0), ('saksi', 1.0), ('ahli', 0), ('nasihat', -3.0), ('hukum', -3.0), ('kasih', -1.0), ('video', 0), ('bikin', 0), ('sumber', 0), ('dvr', 0), ('jessica', 0), ('garuk', -3.0), ('edit', 0), ('buta', -3.0), ('tampering', 0), ('manipulasi', 0), ('kotor', -5.0), ('alat', 0), ('bukti', -3.0), ('he', 0), ('bang', 0), ('ahli', 0), ('hukum', -3.0), ('grasi', 0), ('grasi', 0), ('amnesti', 0), ('kayak', -3.0), ('nuril', 0), ('masyarakat', 0)]",negatif
durasi djaja jalan cut,0.0,"[('durasi', 0), ('djaja', 0), ('jalan', 0), ('cut', 0)]",netral
motivnya bunuh buka percaya melek hukum jess bunuh mirna malu,-20.0,"[('motivnya', 0), ('bunuh', -5.0), ('buka', -3.0), ('percaya', 2.0), ('melek', -2.0), ('hukum', -3.0), ('jess', 0), ('bunuh', -5.0), ('mirna', 0), ('malu', -4.0)]",negatif
kompolnas ngelagggg,0.0,"[('kompolnas', 0), ('ngelagggg', 0)]",netral
salud jelas abimayu,-3.0,"[('salud', 0), ('jelas', -3.0), ('abimayu', 0)]",negatif
lihat survei cafenya trsbut ksna lihat wlpon cctv lihat,9.0,"[('lihat', 3.0), ('survei', 0), ('cafenya', 0), ('trsbut', 0), ('ksna', 0), ('lihat', 3.0), ('wlpon', 0), ('cctv', 0), ('lihat', 3.0)]",positif
janggal kalo hakim ragu mesti yesica bebas bikin hukum ragu ragu,-23.0,"[('janggal', -4.0), ('kalo', 0), ('hakim', 0), ('ragu', -3.0), ('mesti', -3.0), ('yesica', 0), ('bebas', -4.0), ('bikin', 0), ('hukum', -3.0), ('ragu', -3.0), ('ragu', -3.0)]",negatif
jessica best artist main sandiwara baca teori osikopat robert hare,-3.0,"[('jessica', 0), ('best', 0), ('artist', 0), ('main', -2.0), ('sandiwara', 0), ('baca', -1.0), ('teori', 0), ('osikopat', 0), ('robert', 0), ('hare', 0)]",negatif
psikopat ciri,0.0,"[('psikopat', 0), ('ciri', 0)]",netral
aneh bukti cctv ambil sih rambo sambar petir,-18.0,"[('aneh', -4.0), ('bukti', -3.0), ('cctv', 0), ('ambil', -5.0), ('sih', 0), ('rambo', 0), ('sambar', -3.0), ('petir', -3.0)]",negatif
goreng goreng negara uji coba nuklir bunuh masal kopi sianida,-9.0,"[('goreng', -2.0), ('goreng', -2.0), ('negara', 0), ('uji', 1.0), ('coba', -1.0), ('nuklir', 0), ('bunuh', -5.0), ('masal', 0), ('kopi', 0), ('sianida', 0)]",negatif
salah percaya pandai bicara putar fakta,-9.0,"[('salah', -4.0), ('percaya', 2.0), ('pandai', -4.0), ('bicara', 0), ('putar', 0), ('fakta', -3.0)]",negatif
ajaib tuduh karyawan olivier orang olivier sih mirna undang kumpul kumpul sih jessica percaya aneh iya jess bunuh,-2.0,"[('ajaib', 0), ('tuduh', 0), ('karyawan', 3.0), ('olivier', 0), ('orang', 0), ('olivier', 0), ('sih', 0), ('mirna', 0), ('undang', 2.0), ('kumpul', 0), ('kumpul', 0), ('sih', 0), ('jessica', 0), ('percaya', 2.0), ('aneh', -4.0), ('iya', 0), ('jess', 0), ('bunuh', -5.0)]",negatif
ustad offside serong kiri serong kanan nilai putus hakim memang simak,-18.0,"[('ustad', 0), ('offside', 0), ('serong', -4.0), ('kiri', -3.0), ('serong', -4.0), ('kanan', 0), ('nilai', 5.0), ('putus', -5.0), ('hakim', 0), ('memang', -2.0), ('simak', -5.0)]",negatif
menit sih ngejelasin temu sianida autopsi krisna mukti bilang duga racun sianida benar puter puter jawab pikir kali bilang kena sianida racun sianida krisna mukti tau fix banget sianida sebab kopi banget cerna gerd asam lambung akut maag akut organ kayak nyarinya pakai alat bukti kuat tebak tebak kayak orang pintar dukun,-51.0,"[('menit', 0), ('sih', 0), ('ngejelasin', 0), ('temu', 2.0), ('sianida', 0), ('autopsi', 0), ('krisna', 0), ('mukti', 0), ('bilang', 0), ('duga', -1.0), ('racun', 0), ('sianida', 0), ('benar', -4.0), ('puter', 0), ('puter', 0), ('jawab', -5.0), ('pikir', -2.0), ('kali', 0), ('bilang', 0), ('kena', -3.0), ('sianida', 0), ('racun', 0), ('sianida', 0), ('krisna', 0), ('mukti', 0), ('tau', -4.0), ('fix', 0), ('banget', 1.0), ('sianida', 0), ('sebab', -2.0), ('kopi', 0), ('banget', 1.0), ('cerna', -5.0), ('gerd', 0), ('asam', -2.0), ('lambung', 2.0), ('akut', -5.0), ('maag', 0), ('akut', -5.0), ('organ', 0), ('kayak', -3.0), ('nyarinya', 0), ('pakai', 0), ('alat', 0), ('bukti', -3.0), ('kuat', -3.0), ('tebak', -2.0), ('tebak', -2.0), ('kayak', -3.0), ('orang', 0), ('pintar', 0), ('dukun', -3.0)]",negatif
