slang,formal
laka,kecelakaan
lam,salam
lamaa,lama
lamaaa,lama
lamaaaa,lama
lamaaaaa,lama
lamaaaaaa,lama
lamaaaaaaa,lama
lambreta,lambat
lamp,lampiran
lansia,lanjut usia
lanud,landasan udara
lapas,lembaga pemasyarakatan
latgab,latihan gabungan
lbur,libur
lebay,berlebihan
lekong,laki-laki
lelet,lambat
lemot,lambat berfikir
lemot,lemah otak
lgkp,lengkap
linmas,perlindungan masyarakat
litbang,penelitian dan pengembangan
lmyan,lumayan
lmyn,lumayan
lngkp,lengkap
lo,kamu
local,lokal
loch,loh
loe,kamu
lol,tertawa
lola,lambat berfikir
lom,belum
lot,lambat
louph,cinta
loupz,cinta
low,kalau
lowh,kamu
lp,lupa
lu,kamu
luber,"langsung, umum, bebas, dan rahasia"
luchuw,lucu
luff,cinta
lum,belum
luph,cinta
luthu,lucu
lw,kamu
lwn,lawan
maaciw,terima kasih
maba,mahasiswa baru
mabal,bolos
mabes,markas besar
macem-macem,macam-macam
macih,masih
madesu,masa depan suram
maem,makan
magabut,makan gaji buta
mahatma,maju sehat bersama
maho,homo
mak,ibu
mak jang,kaget
maksain,memaksa
malah,bahkan
malu2in,memalukan
mam,makan
mamz,makan
maneh,kamu
manies,manis
maniez,manis
markus,makelar kasus
masukin,masukkan
mbok,tolong
melu,ikut
mending,lebih baik
mepet,dekat sekali
mgu,minggu
mhn,mohon
migas,minyak dan gas bumi
miker,minuman keras
mikol,minuman beralkohol
milis,mailing list
miras,minuman keras
mls,malas
mngkn,mungkin
moge,motor gede
mokad,mati
mokat,mati
moso,masa
mosok,masa
mpe,sampai
mskpn,meskipun
msng2,masing-masing
mt,makan teman
muahal,mahal
mubes,musyawarah besar
muker,musyawarah kerja
mulu,melulu
mumet,pusing
mumpung,selagi
munas,musyawarah nasional
munaslub,musyawarah nasional luar biasa
muntaber,muntah dan berak
musda,musyawarah daerah
musti,mesti
muup,maaf
muupz,maaf
muuv,maaf
mw,now watching
n,dan
nal,kenal
nanam,menanam
naon,apa
napi,narapidana
napol,narapidana politik
napza,"narkotika, alkohol, psikotropika, dan zat adiktif "
naq,anak
narkoba,"narkotika, psikotropika, dan obat terlarang"
narsis,bangga pada diri sendiri
nasgor,nasi goreng
nax,anak
nda,tidak
ndak,tidak
ndiri,sendiri
nekolim,neokolonialisme
nekolin,neokolonialisme
nelfon,menelepon
nembak,menyatakan cinta
ngabis2in,menghabiskan
ngabuburit,menunggu berbuka puasa
ngaco,kacau
ngak,tidak
ngakak,tertawa
ngambek,marah
ngambil,mengambil
ngampus,pergi ke kampus
nganggur,tidak punya pekerjaan
ngapah,kenapa
ngapain,sedang apa
ngaret,terlambat
ngaruh,berpengaruh
ngasih,memberikan
ngawur,berbicara sembarangan
ngebandel,berbuat bandel
ngeceng,kumpul bareng-bareng
ngegosip,bergosip
ngeh,sadar
ngeklaim,mengklaim
ngekos,tinggal di kos
ngeksis,menjadi eksis
ngelamar,melamar
ngeles,berkilah
ngelidur,menggigau
ngemeng,bicara terus-terusan
ngerampok,merampok
ngga,tidak
nggak,tidak
nggk,tidak
ngibul,berbohong
ngikut,ikut
ngiler,mau
nginep,menginap
ngiri,iri
ngisi,mengisi
ngisiin,mengisikan
ngk,tidak
ngmg,bicara
ngmng,bicara
ngocol,lucu
ngomong,bicara
ngomongin,membicarakan
ngubek2,mencari-cari
ngumpul,berkumpul
nice,bagus
niech,nih
nih,ini
nimbrung,ikut serta
niyh,nih
nkah,nikah
nntn,nonton
no,nomor
nobar,nonton bareng
nongkrong,kumpul-kumpul
notice,peringatan
np,now playing
nrp,narapidana
ntar,nanti
ntar,sebentar
ntn,nonton
nuhun,terima kasih
numpuk,bertumpuk
nyampah,membuat sampah
nyasar,tersesat
nyariin,mencari
nyekar,menyekar
nyiapin,mempersiapkan
nyicil,mencicil
nyiram,menyiram
nyoblos,mencoblos
nyok,ayo
nyokap,ibu
o/,oleh
ogah,tidak mau
ok,ok
okt,oktober
ol,online
ongkir,ongkos kirim
oon,bodoh
oot,out of topic
orkes,olahraga dan kesehatan
ospek,orientasi studi dan pengenalan kampus
otda,otonomi daerah
otre,ok
otw,"on the way, sedang di jalan"
pacal,pacar
pahe,paket hemat
panja,panitia kerja
pansus,panitia khusus
pantura,pantai utara
parpol,partai politik
parahhh,parah
parahhhh,parah
parahhhhh,parah
paraaahhhhh,parah
pasutri,pasangan suami istri
patas,cepat dan terbatas
payahhh,payah
pelatda,pemusatan latihan daerah
pelatnas,pemusatan latihan nasional
pembokat,pembantu
pemda,pemerintah daerah
pemilu,pemilihan umum
pemkot,pemerintah kota
pemprov,pemerintah provinsi
pemred,pemimpin redaksi
pengen,ingin
penjas,pendidikan jasmani
penmas,pendidikan masyarakat
perda,peraturan daerah
perek,wanita tuna susila
pertamax,pertama
pesenan,pesanan
pesenin,pesankan
pgang,pegang
pgi,pergi
pijetin,pijitkan
pilkada,pemilihan kepala daerah
pimpro,pemimpin proyek
pisan,sangat
pisgor,pisang goreng
pk,penjahat kelamin
pket,paket
plg,paling
pm,private message
pmbyaran,pembayaran
pmrnth,pemerintah
polantas,polisi lalu lintas
polwan,polisi wanita
ponpes,pondok pesantren
ponsel,telepon seluler
pp,pulang pergi
ppa,apa
prg,pergi
prikitiw,cie
priksa,periksa
pro,profesional
psen,pesan
psn,pesan
pswt,pesawat
puanas,panas
pw,posisi nyaman
qmo,kamu
rakor,rapat koordinasi
rame,ramai
ranmor,kendaraan bermotor
raskin,rakyat miskin
re,reply
red,redaksi
ref,referensi
reg,register
rehab,rehabilitasi
rejeki,rezeki
rempong,sulit
renstra,rencana strategis
repp,balas
reskrim,reserse kriminal
krim,kirim
restik,reserse narkotika
rhs,Rahasia
rhs,rahasia
rofl,rolling on the floor laughing
ru,baru
rudal,peluru kendali
ruko,rumah toko
rusun,rumah susun
rusunawa,rumah susun sewa
rutan,rumah tahanan
ruz,terus
s4,sempat
saia,saya
saiank,sayang
salting,salah tingkah
saltum,salah kostum
sampeyan,anda
samsek,sama sekali
sapa,siapa
sapose,siapa
satkorlak,satuan koordinator pelaksana
satpam,satuan pengamanan
sbb,sebagai berikut
sbh,sebuah
sebenere,sebenarnya
scara,secara
sdngkn,sedangkan
se7,setuju
seabrek,banyak
sebelas dua belas,mirip
sekjen,sekretaris jenderal
sembako,sembilan bahan pokok
sempak,celana dalam
sempet2nya,sempat-sempatnya
sen,pesan
sendratari,seni drama tari
sertijab,serah terima jabatan
sgtunya,segitunya
shg,sehingga
sibukgk,sibuk tidak
sidak,inspeksi mendadak
siech,sih
sieyh,sih
siii,sih
sikon,situasi dan kondisi
simpedes,simpanan pedesaan
sinetron,sinema elektronik
sip,ok
siramin,siramkan
sis,kakak perempuan
skalian,sekalian
skl,sekali
skul,sekolah
slesai,selesai
slma,selama
slow,lambat
slowrespon,tanggapan lambat
slsai,selesai
slt,sulit
smwny,semuanya
sng,senang
sni,sini
soljum,sholat jumat
somse,sombong sekali
songong,sombong
sorry,maaf
sory,maaf
sosbud,sosial-budaya
sosek,sosial-ekonomi
sospol,sosial-politik
sotoy,sok tahu
sowry,maaf
spa,siapa
spd,sepeda
sppa,siapa
srtfkt,sertifikat
subbag,subbagian
suk,masuk
sumbangin,sumbangkan
sumpek,sempit
susaaaahhh,sulit
tabanas,tabungan pembangunan nasional
tajir,kaya
tar,nanti
tau,tahu
taw,tahu
tawh,tahu
te2p,tetap
teh,kakak perempuan
tekor,rugi
telat,terlambat
telkom,telekomunikasi
telmi,telat berpikir
telp,telepon
tengil,menyebalkan
tengok,menjenguk
tepar,terkapar
terbitin,terbitkan
telantar,terlantar
tggu,tunggu
tgu,tunggu
thanks,terima kasih
thankz,terima kasih
thd,terhadap
thx,terima kasih
tilang,bukti pelanggaran
tipi,tv
tipiwan,tvone
tingkatin,tingkatkan
tkg,tukang
tks,terima kasih
tll,terlalu
tlpn,telepon
tls,tulis
tmen2,teman-teman
tmpah,tumpah
tmph,tumpah
tnda,tanda
tngu,tunggu
tnh,tanah
tnyta,ternyata
togel,toto gelap
tokai,tai
tolol,sangat bodoh
toserba,toko serba ada
tq,terima kasih
trdhulu,terdahulu
trgntg,tergantung
trima,terima kasih
trimz,terima kasih
trm,terima
trnyt,ternyata
trz,terus
ts,penulis
tst,tahu sama tahu
ttd,tertanda
tuh,itu
tuhh,itu
tuhhh,itu
tuir,tua
tuwh,tuh
tw,tahu
tyap,tiap
u,kamu
u/,untuk
ujung2nya,ujung-ujungnya
ul,ulangan
ultah,ulang tahun
unyu,lucu
unyu,menggemaskan
update,perbarui
upgrade,perbarui
upgred,perbarui
uplot,unggah
uppu,apa
urang,saya
urg,saya
usah,perlu
utang,hutang
utul,ujian tertulis
valas,valuta asing
vol,volume
w/,dengan
wad,buat
wadir,wakil direktur
wagub,wakil gubernur
wamil,wajib militer
waria,wanita pria
warnet,warung internet
warteg,warung tegal
wartel,warung telekomunikasi
wat,buat
wk,tertawa
wkwk,tertawa
wtf,what the fuck
wth,what the hell
x,tidak bisa
xixixi,tertawa
y,kenapa
ya,iya
yad,yang akan datang
yap,iya
yapz,iya
yaudah,ya sudah
yauwda,ya sudah
yawdah,ya sudah
ybs,yang bersangkutan
yi,yaitu
yl,yang lain
yo,iya
yoha,iya
yowes,ya sudah
yuk,ayo
yup,iya
ywdh,ya sudah
plh,pilih
munfik,munafik
ahiok,ahok
reklamuk,reklamasi
victory,menang
kmrm,kemeramen
kowe,kamu
tren,trend
ngehe,kesal
humoris,lucu
jadiin,jadi
komun,komunitas
analisise,analisis
stop,henti
stoppp,berhenti
sadaar,sadar
manen,panen
sept,september
nyaingin,saing
nmenarik,menarik
war,perang
janjinyaa,janji
zonk,bodoh
fitnag,fitnah
rights,benar
gub,gubernur
simiskin,miskin
gantengbs,ganteng
ngumpet,sembunyi
bedakin,bedak
hardcore,keras
anjay,anjing
akhirx,akhirnya
prototype,contoh
solve,solusi
rja,raja
watuk,batuk
nyang,yang
ngebully,intimidasi
hurts,pedih
masy,masyarakat
utip,kutip
still,masih
mndukung,mendukung
tauk,tahu
pulgar,kasar
mbual,membual
manggil,panggil
tioghoa,tionghoa
rkyt,rakyat
ngentotin,senggama
ngentot,senggama
kentot,senggama
toys,main
faktakta,fakta
nyemot,ambil
sohib,teman
ego,emosi
rubahnn,rubah
mbaur,baur
governor,gubernur
nyela,cela
heter,pembenci
heters,pembenci
insom,insomnia
nyembah,sembah
most,paling
modar,mati
ikon,lambang
buangbuang,buang
light,terang
amerik,amarika
pndukung,pendukung
mbabibuta,ceroboh
setting,atur
seting,akting
maybe,mungkin
next,lanjut
sebelom,sebelum
waspadalah,waspada
our,kami
bokep,porno
cayalah,percaya
gantengsaya,ganteng
bajir,banjir
parte,partai
nyalahin,salah
nyerang,serang
dzolim,zalim
nipu,tipu
mnipu,tipu
ktipu,tipu
valid,sah
jentelmen,berani
buzzerbuzzer,buzzer
tsk,tersangka
tsangka,tersangka
dungu,bodoh
lambann,lambat
lambatt,lambat
lambattt,lambat
lambatttt,lambat
lambattttt,lambat
lambatttttt,lambat
lambattttttt,lambat
lemot,lambat
capek,lelah
ista,nista
istaa,nista
less,kurang
bebal,bodoh
koar,teriak
lelett,lambat
lelettt,lambat
leletttt,lambat
lelettttt,lambat
naas,nahas
paranoid,takut
parno,takut
problem,masalah
puyeng,pusing
taik,kotoran
tahi,kotoran
tai,kotoran
tirani,tiran
pls,tolong
tlng,tolong
tilep,tilap
accord,sesuai
happy,bahagia
irit,hemat
tak,tidak
semau,asal
mbual,bual
orange,oranye
uasai,kuasai
vote,pilih
mnolak,tolak
menolak,tolak
trending,trend
presh,segar
wkwkkw,tertawa
soft,halus
angis,nangis
sayan,sayang
lamaa,lambat
lamaaa,lambat
lamaaaa,lambat
lamaaaaa,lambat
lamaaaaaa,lambat
lamaaaaaaa,lambat
lamax,lambat
burukk,buruk
burukkk,buruk
burukkkk,buruk
burukkkkk,buruk
buruukkkkkk,buruk
sebal,kesal
sebel,kesal
tlong,tolong
ana,saya
ane,saya
mantabss,bagus
byt,bayar
gercep,gerak cepat
piye,bagaimana
ygy,teman
malees,malas
cuakzzzz,cuak
cuakss,cuak
chuaks,cuak
cuaks,cuak
hidup mewah,hedon
not,henti
anehh,aneh
lemottt,lambat
lemoot,lambat
bgttt,sekali
step,langkah
ngestuck,stuck
minn,admin
anjeng,anjing
min,admin
kelar,selesai
jaringane,jaringan
pie,bagaimana
los,lambat
iki,ini
psang,pasang
Sy,saya
ngelag,lambat
inet,internet
ajig,anjing
xabi,bisa
bajing,anjing
ngentod,anjing
trouble,masalah
tengkyu,terima kasih 
thanks,terima kasih 
pakcikdahtua,pak cik sudah tua
pakcikmudalagi,pak cik muda lagi
t3tapjokowi,tetap jokowi
3x,tiga kali
aamiinn,amin
aammiin,amin
abisin,habiskan
acau,kacau
achok,ahok
adek,adik
ado,ada
afdol,afdal
agamaataualqur,agama alquran
agm,agama
ahahaha,haha
ahehehehe,hehe
ahir,akhir
ahirnya,akhirnya
ahk,ahok
ahlamdulillah,alhamdulillah
ahli2,para ahli
ahlusunnah,ahlus sunah
ahmaddani,ahmad dhani
aho,ahok
ahoax,ahok
ahoaxx,ahok
ahog,ahok
ahokataudjarot,ahok djarot
ahokbebanijokowi,ahok beban jokowi
ahokbtp,ahok basuki tjahaja purnama
ahokditolakwarga,ahok ditolak warga
ahokdjarot,ahok djarot
ahokdjarotterbukti,ahok djarot terbukti
ahokers,ahoker
ahokfighter,ahok pejuang
ahokforpresident,ahok for presiden
ahokisthebest,ahok terbaik
ahokjarot,ahok djarot
ahokk,ahok
ahokmasukbui,ahok masuk bui
ahokmeskipun,ahok meskipun
ahokpositifjadi,ahok positif jadi
ahoksatuputaran,ahok satu putaran
ahoksemangat,ahok semangat
ahoktersangka,ahok tersangka
ahokterzhalimi,ahok terzalimi
ahoktetap,ahok tetap
ahoktidaksendiri,ahok tidak sendiri
ahokUSER,ahok
ahook,ahok
ahox,ahok
aing,aku
airmata,air mata
aiskrim,es krim
ajalah,sajalah
ajg,anjing
ajib,hebat
akalakalan,akal akalan
akalakaln,akal akalan
akankena,akan kena
akherat,akhirat
akhi,saudara
akhirny,akhirnya
akhirnyamush,akhirnya musuh
akirnya,akhirnya
akoh,aku
aksiaksi1120aksi112020aksi1120,aksi aksi
akumuslim,aku muslim
akuwa,aqua
alahuakbar,allahu akbar
alallohu,alallahu
alhamdulilah,alhamdulillah
alhamdulillaah,alhamdulillah
alhamdullilah,alhamdulillah
alhmdllh,alhamdulillah
allahuakbar,allahu akbar
allahughayatuna,allahu ghayatuna
allohu,allahu
alqur,alquran
amaca,ah masa
amajing,luar biasa
amcaman,ancaman
amriki,amerika
amuh,kamu
anbiarkekinian,biar kekinian
ancen,memang
ancuur,hancur
aneh2,aneh aneh
anget,hangat
angktpn,angkatpun
anjg,anjing
anomaly,anomali
antikorupsi,anti korupsi
antum,kalian
apa2,apa apa
apaapaan,apa apaan
apaapalah,apa sajalah
apakabar,apa kabar
apalg,apa lagi
apamaunya,apa maunya
apane,apanya
apaoun,apapun
apenista,penista
aph,apa
apk,apakah
aplgi,apa lagi
apose,apa sih
apz,apa
aquh,aku
artinx,artinya
aseng,asing
asew,anjing
asik,asyik
ask,tanya
asline,aslinya
assalamualaikumalhamdulillahhasil,assalamualaykum alhamdulillah hasil
assalamuallaikum,assalamualaykum
asu,anjing
asw,anjing
asyek,asyik
atauatau05atauatau0atauatau0,atau
atauatauatau,atau
atauatauatau201atauatau201atauatauatau201atauatau,atau
atauatauatauatau,atau
atauatauatauatauatauatauatauatauatauatau,atau
atauem,atau
atauhr,atau
ataus,atau
ati,hati
ati2,hati hati
atit,sakit
atribut2,atribut atribut
awkeren,keren
awutawutan,awut awutan
aya,ada
ayosavepakahok,ayo lindungi pak ahok
azhan,azan
babeh,ayah
badboy,bad boy
badjingan,bajingan
bae,baik
bagaimnpun,bagaimana
bagi2,bagi bagi
bagimane,bagaimana
bahwasannya,bahwasanya
balaikota,balai kota
balikin,kembalikan
baliq,balig
bandarq,bandarku
banding2in,membanding bandingkan
banga,bangsa
bangen,banget
bangsag,bangsat
bangst,bangsat
bantuk,bentuk
banun,bangun
banyak2,perbanyak
banyakin,perbanyak
bapake,ayahnya
baryaw,sabar ya
baryw,sabar ya
baso,bakso
basukibtp,basuki tjahaja purnama
basukigameover,basuki kalah
bauu,bau
bay,selamat tinggal
bayaranatausuruhan,bayaran atau suruhan
bbrapa,beberapa
bct,bacot
bda,beda
becanda,bercanda
bedoa,berdoa
bege,bego
bejad,bejat
bekel,bekal
bekingin,lindungi
belaislambelaislambelaislam,bela islam
belaquran,bela alquran
belon,belum
benar2,benar benar
bener2,benar benar
berantem,bertengkar
berdo,berdoa
berenti,berhenti
bergengam,bergenggam
bergoncang,berguncang
berindak,bertindak
beritadan,berita dan
beritain,memberitakan
beritany,beritanya
beritaterkini,berita kini
berkacaberkacanya,berkaca kaca
berrti,berarti
bersyukrlah,bersyukurlah
beruk2,beruk beruk
besoq,besok
bete,sebal
betulin,betulkan
bg,bagi
bgerak,bergerak
bgks,bungkus
bgm,bagaimana
bgn,bangun
bgntdr,bangun tidur
bgst,bangsat
bhay,selamat tinggal
bhinekaan,bhineka
bhinneka,bhineka
bhkan,bahkan
bhong,bohong
bhs,bahas
bhy,bahaya
biarpn,biarpun
bisenye,bisanya
bistu,habis itu
bisya,bisa
bj,baju
bk,buku
bkap,ayah
bkl,bakal
bkna,bukannya
bkp,ayah
bkr,bakar
bks,bungkus
blakan,blak
blingsatanya,belingsatan
blk,balik
blkg,belakang
blkngny,belakangnya
blngn,bilangan
blon,belum
bloon,belum
blusukan,blusuk
bndg,bandung
bndr,bandar
bneran,benar
bngks,bungkus
bngng,bingung
bngsa,bangsa
bnrbnr,benar benar
bntar,sebentar
bntr,sebentar
bnykny,banyaknya
bobo,tidur
bobok,tidur
bodo,bodoh
bokaps,ayah
bokapz,ayah
boskuh,bosku
boten,tidak
bozen,bosan
bozn,bosan
bp,bapak
bpak,bapak
brantas,berantas
bravoo,bravo
breake,istirahat
breaking,istirahat
brengsek,berengsek
brg,barang
brgkt,berangkat
brharap,berharap
brhsl,berhasil
brikut,berikut
bringas,beringas
brisik,berisik
brjln,berjalan
brjuang,berjuang
brkeliaran,berkeliaran
brkfst,sarapan
brkpntingan,berkepentingan
brkumandang,berkumandang
brmslh,bermasalah
brpedoman,berpedoman
brs,beres
brsal,berasal
brsamamu,bersamamu
brshbt,bersahabat
brsm,bersama
brtahan,bertahan
brthn,bertahan
brtmn,berteman
bruh,buruh
bryaw,sabar ya
bryw,sabar ya
bsoq,besok
bsr,besar
bte,bosan
btg,batang
bth,butuh
btl,betul
btull,betul
buad,buat
buatapa,buat apa
bukabukaan,buka bukaan
bukane,bukannya
buktikan,buktikan
buktikqn,buktikan
bul,kibul
bulshit,kibul
buryam,bubur ayam
buzer,buzzer
buzzerahoaxsebarkanhoax,buzzer ahok sebar hoaks
buzzerbuzzernya,buzzer buzzernya
bwa,bawa
bwaanx,bawaan
bwh,bawah
bynk,banyak
bzen,bosan
bzn,bosan
cagubnya,calon gubernurnya
cahya,cahaya
caiank,sayang
caiyo,semangat
cakep,cakap
cantek,cantik
capek,cape
caturx,catur
cayo,semangat
cecunguk2nya,cecunguk cecunguknya
ceheheheh,hehe
cekola,sekolah
cekolah,sekolah
celalaw,selalu
celalu,selalu
cemen,takut
cemplungin,mencemplungkan
cemungudh,semangat
cemungut,semangat
cemunguth,semangat
centuryataumuniratauhambalang,century munir atau hambalang
cepat2,cepat cepat
ceplas,ceplos
ceppat,cepat
ciamik,indah
ciap,siap
ciayou,semangat
cibuq,sibuk
cie,wah
ciee,wah
citizens,warga kota
ciyan,kasihan
ciye,wah
ciyus,serius
ckck,wkwk
ckrg,sekarang
cling,bersih
cll,selalu
cllu,selalu
cllw,selalu
cman,cuma
cmn,cuma
cmpk,cempaka
col,keren
compares,membandingkan
congrats,selamat
congratulation,selamat
corruptions,korupsi
corruptors,koruptor
coz,soalnya
cpat,cepat
cpe,cape
cpee,cape
cptn,cepatan
crt,cerita
crying,menangis
cs,rekan
cth,contoh
cukupsatuputaran,cukup satu putaran
cuman,cuma
da,dan
dah,sudah
dalah,adalah
dalem,dalam
dann,dan
dapa,ada apa
dapah,ada apa
daripaddatidda,dari pada tidak
datangin,mendatangi
daut,daud
dblg,dibilang
dbls,dibalas
dbwt,dibuat
dbyr,dibayar
ddpn,di depan
dduk,duduk
democrazy,demokrasi gila
demodemo,demo demo
demodemonov,demo november
dengn,dengan
depa,depan
des,desember
dewadewa,dewa dewa
dftr,daftar
dgrn,dengarkan
dh,sudah
dhewan,dewan
diajakin,diajak
dianutny,dianutnya
dibelakanghari,di belakang hari
dibobongin,dibodohi
dibodohin,dibodohi
dibohongin,dibohongi
dibohonginataudibodohin,dibohongi atau dibodohi
diboongin,dibohongi
dibuatx,dibuatnya
dibudigunawankan,di budi gunawankan
dicuekin,dicueki
didenger,didengar
didiemin,didiamkan
didlam,di dalam
didzalimi,dizalimi
die,dia
diem2,diam diam
digembosin,digembosi
dijatohin,dijatuhi
dijdkn,dijadikan
dikenyataanya,pada kenyataannya
dikirain,dikiranya
dikit,sedikit
dimance,di mana
dimandose,di mana sih
dimans,dimana
dimonitoring,dipantau
dinaikin,dinaiki
dinegri,di negeri
dipemjara,di penjara
diperes,diperas
dipilkada,di pilkada
diprose,diproses
dirix,dirinya
dirmh,di rumah
disalahgunakan,disalah gunakan
disamarinda,di samarinda
disewotin,disewoti
disumpahdisumpahin,disumpahi
ditemenin,ditemani
ditentukn,ditentukan
ditetapknnya,ditetapkan
ditrsangkakan,ditersangkakan
dittapkn,ditetapkan
diyem,diam
dizhalimi,dizalimi
dizholimi,dizalimi
dizolimi,dizalimi
djakarta,di jakarta
djasatuputaran,di satu putaran
djkt,di jakarta
djl,di jalan
djln,di jalan
djmin,dijamin
dkat,dekat
dkijakarta,dki jakarta
dkls,di kelas
dkmps,di kampus
dkmr,di kamar
dkntr,di kantor
dksh,dikasih
dkt,dekat
dlmnya,dalamnya
dlrng,dilarang
dluan,duluan
dmana,di mana
dmkn,dimakan
dmn,di mana
dmna,di mana
dmnmn,di mana mana
dmny,di mana
dngar,dengar
dnger,dengar
dngerin,dengarkan
dngr,dengar
doain,doakan
dongok,dungu
dont,do not
doyan,suka
dp,uang muka
dpan,depan
dpet,dapat
dpk,depok
dpkrkn,dipikirkan
dpnrmh,di depan rumah
drg,dokter gigi
drh,darah
drmh,di rumah
drmn,dari mana
drumah,di rumah
dsblh,di sebelah
dsini,di sini
dsklh,di sekolah
dsni,di sini
dsnii,di sini
dtetapak,ditetapkan
dtgn,datang
dtgny,datangnya
dtmbh,di tambah
dtmpt,di tempat
dtng,datang
dttapkn,ditetapkan
dtuntut,dituntun
duabelas,dua belas
duaduanya,dua duanya
duchh,aduh
duit2,duit duit
dukungahok,dukung ahok
dukungfatwa,dukung fatwa
dukungfatwamui,dukung fatwa mui
duluan,lebih dahulu
duluw,dahulu
durung,belum
dzolimi,dizalimi
ea,iya
eagles,elang
ealah,iyalah
ech,eh
eehh,eh
egak,tidak
egh,eh
ekong,kakek
elech,alah
elee,alah
elektibilitas,elektabilitas
elit,elite
eman,sayang
en,dan
ending,akhir
endingnya,akhirnya
enjarakanahok,penjarakan ahok
ente,kamu
entee,kamu
erti,mengerti
esbeye,susilo bambang yudhoyono
eskrim,es krim
eteb,bosan
everythings,segalanya
faham,paham
fanati,fanatik
fcked,fuck
fears,fear
feb,februari
fikir,pikir
finah,fitnah
follback,ikuti
follbek,ikuti
followback,ikuti
follower,pengikut
followers,pengikut
freeahok,free ahok
futures,masa depan
g,tidak
gaada,tidak ada
gabakal,tidak akan
gaberani,tidak berani
gaboleh,tidak boleh
gabut,kurang kerjaan
gada,tidak ada
gaenak,tidak enak
gaikut,tidak ikut
gajadi,tidak jadi
gajelas,tidak jelas
gakuat,tidak kuat
gakz,tidak
galak2,galak galak
galo,galau
gamasuk,tidak masuk
ganbate,semangat
ganyangahok,ganyang ahok
ganyangcina,ganyang cina
gapake,tidak pakai
gapapa,tidak apa apa
gapapalah,tidak apalah
gapape,tidak apa
gapedulisamastatus,tidak peduli dengan status
gapernah,tidak pernah
gapunya,tidak punya
gara2,gara gara
garangangarangan,garang
garem,garam
gasuka,tidak suka
gatau,tak tau
gataw,tak tau
gatel,gatal
gausah,tidak usah
gbr,gambar
gdg,gudang
gece,gerak cepat
gelaja,gejala
gelarperkarasudahdiumumkan,gelar perkara sudah umum
gelik,geli
gengges,ganggu
genks,geng
gera,gerak
gerja,gereja
ggl,gagal
gilla,gila
gimanapun,bagaimanapun
gin,begini
gituan,begitu
gmbr,gambar
gmpng,gampang
goblog2in,goblok goblokin
going,pergi
gonna,pergi
gov,gubernur
governo,gubernur
governoor,gubernur
governour,gubernur
govt,pemerintah
goyangin,goyangkan
gpp,tidak apa apa
gprnh,tidak pernah
gr2,gara gara
gratisan,gratis
gregetan,geregetan
gtw,tak tau
gua,gue
gubatauwalkot,gubernur atau walikota
gubenur,gubernur
guberenur,gubernur
guemewek,gue mewek
guoblog,goblok
gurbenur,gubernur
guwe,gue
gwe,gue
gws,semoga lekas sembuh
gx,tidak
ha,apa
habaib,habib
hacur,hancur
hadeh,aduh
hahaha,haha
hahahahaha,haha
hapal,hafal
hape,telepon genggam
happening,terjadi
haq,hak
haqq,hakiki
hariharimu,hari harimu
harini,hari ini
haritoleransiinternasional,hari toleransi internasional
haritoleransinasional,hari toleransi nasional
hastag,tagar
hastage,tagar
haters,hater
hatinye,hatinya
hbd,selamat ulang tahun
hbng,hubungi
hbngn,hubungan
hbskn,habiskan
hebatx,hebatnya
hepi,senang
hepihepinya,senang senangnya
hera,heran
hestag,tagar
hestagnya,tagarnya
hesteg,tagar
hestek,tagar
hha,haha
hhaaa,haha
hidupgwselo,hidup saya santai
hilangin,hilangkan
hkm,hukum
hkum,hukum
hlg,hilang
hlmn,halaman
hmm,hem
hoak,hoaks
hoaker,penyebar hoaks
hoakers,penyebar hoaks
hog,ahok
hok,ahok
hopeless,putus asa
hormatin,hormati
hotels,hotel
hrapan,harapan
hrg,harga
hrgny,harganya
hrsny,seharusnya
hrsnya,seharusnya
hsl,hasil
hti,hati
huah,wah
huakbar,allahu akbar
hub,hubung
hubunganya,hubungannya
huehue,hehe
hukumanny,hukumannya
hums,rumah
huum,iya
huwallohu,allahu
hy,hanya
idelete,hapus
igat,ingat
ihlas,ikhlas
ijo,hijau
iket,ikat
iklas,ikhlas
iku,ikut
ikutikutan,ikut ikutan
ilah,lah
ilangnya,hilangnya
imbau,himbau
imembela,saya membela
imwith,saya dengan
imwithahok,saya dengan ahok
ind,indonesia
indakk,tidak
independen,bebas
indonesian,indonesia
ingetin,ingatkan
ingnikan,menginginkan
inibarujakarta,ini baru jakarta
inideh,ini deh
innocense,tidak bersalah
inoleran,tidak toleran
